signal_strength_dbm,throughput_mbps,latency_ms
-58.3,59.88,46.1
-56.73,49.41,3.82
-72.79,34.54,52.8
-95.0,2.59,77.93
-77.65,3.55,500.0
-75.5,37.58,30.98
-73.68,6.83,50.26
-76.51,11.69,33.99
-71.41,27.27,500.0
-79.15,21.7,41.14
-66.92,19.08,39.32
-69.58,54.94,27.98
-70.7,12.45,238.33
-95.0,2.55,45.82
-79.66,32.48,13.3
-95.0,0.5,104.82
-65.0,12.99,234.87
-79.52,2.4,29.15
-78.92,31.06,25.2
-63.84,18.3,500.0
-64.66,15.42,321.17
-74.48,16.29,31.89
-63.06,21.78,35.99
-66.3,50.16,38.52
-78.07,6.46,27.04
-75.0,39.61,13.92
-67.95,17.03,22.66
-90.93,11.53,41.27
-87.7,3.03,102.79
-71.03,16.17,32.17
-81.72,11.17,22.04
-67.51,8.3,64.23
-86.0,4.97,23.95
-74.62,8.69,116.71
-66.93,20.39,51.24
-82.73,7.07,500.0
-48.0,28.93,27.3
-32.44,61.61,14.86
-88.84,14.71,22.98
-57.01,61.32,151.8
-37.78,182.63,7.49
-68.52,60.5,22.09
-71.6,17.33,27.0
-90.31,9.39,33.86
-69.04,13.96,57.3
-65.11,20.51,52.26
-48.22,80.05,39.04
-61.04,51.89,235.88
-65.77,21.8,48.93
-87.86,5.68,47.43
-95.0,0.5,57.87
-85.75,3.38,42.61
-62.79,16.73,96.84
-59.19,55.05,480.56
-41.2,124.38,1.07
-52.87,76.64,90.84
-76.47,16.72,29.0
-88.42,0.5,23.88
-77.87,23.84,42.31
-61.48,28.5,17.54
-67.52,17.05,61.93
-76.31,10.12,56.42
-32.95,55.09,17.18
-56.07,48.99,8.05
-77.25,31.36,29.22
-69.17,58.14,23.51
-85.22,0.56,137.44
-71.59,77.05,20.38
-55.35,24.9,500.0
-40.23,26.05,83.13
-44.53,40.8,21.76
-54.34,33.74,28.61
-85.0,19.75,27.88
-95.0,2.74,25.97
-84.34,5.78,99.56
-66.23,10.09,39.06
-69.55,8.11,106.67
-76.07,12.9,34.47
-35.54,29.24,233.75
-83.57,13.58,493.59
-65.51,19.41,44.9
-95.0,1.64,42.77
-67.88,40.2,154.5
-74.02,39.3,12.32
-64.86,15.79,190.35
-64.55,58.81,28.94
-72.33,6.51,77.74
-95.0,6.39,37.76
-61.69,98.36,10.75
-81.15,37.61,24.62
-70.47,11.39,43.18
-52.84,189.12,5.24
-66.96,53.97,26.07
-64.68,13.47,69.04
-63.84,72.5,17.8
-95.0,1.94,25.86
-95.0,10.68,76.2
-52.06,75.9,124.01
-73.98,95.25,11.19
-52.89,30.38,39.4
-82.39,37.34,16.87
-75.11,41.99,23.17
-61.66,16.46,134.2
-69.9,14.6,53.68
-76.68,18.19,18.25
-76.14,5.51,67.4
-63.9,25.16,24.47
-62.24,32.14,12.05
-60.62,22.04,500.0
-75.72,35.15,34.15
-69.08,13.61,21.52
-63.47,101.81,9.46
-39.38,19.64,54.71
-77.79,2.8,58.71
-74.45,10.56,41.59
-63.54,16.29,32.39
-58.41,29.77,21.47
-88.48,25.21,25.63
-95.0,4.69,90.16
-69.28,51.17,8.9
-65.82,101.61,10.97
-48.38,19.24,72.73
-75.65,15.11,22.5
-77.26,30.72,20.42
-92.5,1.08,42.5
-40.54,31.73,320.97
-77.07,29.04,29.45
-75.37,42.95,8.85
-86.38,20.7,23.04
-84.21,15.69,45.11
-78.29,9.42,17.61
-65.33,11.89,99.56
-59.49,72.76,18.54
-47.18,30.89,53.08
-65.1,81.83,13.92
-66.06,12.54,326.1
-66.45,5.71,168.21
-80.68,23.58,26.28
-55.47,30.24,36.31
-86.67,4.62,123.83
-83.94,30.02,24.71
-84.61,58.37,18.14
-51.46,33.49,21.66
-37.29,90.38,9.5
-95.0,7.32,40.58
-56.64,25.58,106.56
-51.11,21.08,57.5
-77.93,6.28,327.93
-73.98,32.55,94.54
-74.59,6.1,27.22
-62.69,16.13,158.87
-74.01,100.96,13.07
-45.24,75.57,500.0
-63.18,109.73,7.01
-82.73,9.28,92.18
-47.43,48.47,14.36
-73.72,27.38,40.77
-77.94,41.56,22.1
-69.87,11.2,500.0
-81.13,6.18,162.43
-67.41,12.13,50.14
-95.0,0.5,58.69
-56.53,62.09,483.19
-90.11,13.41,27.79
-95.0,1.03,79.29
-69.44,13.72,83.59
-56.96,45.87,12.69
-57.25,21.07,153.83
-64.19,13.91,60.26
-83.89,5.06,334.86
-71.82,27.96,38.65
-30.49,59.02,13.58
-69.86,38.61,157.25
-62.83,39.1,10.24
-47.14,78.37,50.2
-57.39,22.07,35.23
-77.69,5.82,41.32
-63.33,19.88,35.73
-55.9,62.86,110.03
-70.79,13.22,50.12
-66.96,45.44,86.03
-70.24,14.3,136.92
-45.69,29.95,22.79
-91.48,10.0,29.8
-69.13,25.62,16.65
-69.45,13.3,500.0
-67.15,64.83,20.51
-77.79,11.18,21.2
-73.88,38.63,26.4
-49.04,28.7,100.77
-72.29,8.45,500.0
-73.67,16.24,117.04
-58.84,52.79,7.96
-93.86,1.04,29.45
-64.96,26.77,15.43
-79.04,20.63,37.86
-95.0,2.9,78.56
-62.49,109.13,7.89
-95.0,0.73,58.4
-81.93,26.31,28.58
-77.87,6.17,49.7
-65.22,12.44,118.23
-46.71,71.39,5.37
-78.72,21.84,46.62
-55.65,22.61,153.47
-73.77,13.57,57.32
-74.66,25.07,245.56
-95.0,7.53,45.98
-95.0,4.51,34.34
-87.33,10.67,73.47
-70.5,59.57,11.57
-27.58,70.8,10.65
-73.65,6.02,58.81
-56.53,38.88,58.38
-63.08,70.11,9.49
-95.0,1.18,42.69
-70.65,19.97,18.37
-67.72,12.23,325.16
-52.55,18.95,500.0
-73.83,17.89,15.04
-63.54,17.44,500.0
-61.5,52.74,74.91
-65.1,9.62,492.89
-55.84,16.6,129.59
-76.7,7.97,41.65
-70.08,7.7,37.92
-79.89,9.28,31.63
-49.38,30.5,61.89
-43.19,20.46,141.28
-63.04,12.31,43.79
-72.76,23.76,194.08
-71.19,35.84,117.93
-72.7,154.23,8.75
-82.56,8.96,26.23
-48.58,32.71,22.36
-66.36,26.59,20.06
-66.98,43.86,60.45
-49.95,25.24,47.52
-81.24,27.66,33.71
-78.61,82.65,11.82
-84.3,6.47,34.25
-95.0,0.83,32.98
-87.24,5.35,38.63
-83.6,2.58,35.07
-86.47,5.7,59.47
-52.06,24.0,47.28
-95.0,1.15,500.0
-59.85,47.21,234.22
-77.11,15.65,23.81
-69.46,14.49,44.87
-95.0,5.77,31.46
-93.34,0.5,89.26
-78.85,12.6,28.99
-75.15,17.8,49.59
-60.86,10.81,155.61
-68.16,33.23,492.22
-28.85,82.34,60.56
-67.29,14.68,30.16
-78.61,103.94,13.52
-37.33,101.75,85.12
-79.55,20.36,39.79
-43.5,27.69,500.0
-52.62,31.87,42.79
-61.55,27.06,27.47
-72.65,51.96,24.03
-76.23,17.8,22.55
-71.77,18.0,24.23
-66.85,18.7,64.3
-65.11,23.81,18.82
-84.92,8.3,90.76
-75.24,5.88,133.04
-95.0,0.5,35.75
-65.24,22.81,45.93
-77.21,7.74,125.05
-82.8,13.4,73.08
-83.48,2.28,53.61
-61.93,247.57,1.95
-87.02,4.32,32.54
-38.82,74.11,40.22
-83.83,17.83,20.29
-95.0,3.28,40.5
-82.54,33.42,17.02
-77.15,14.63,31.41
-82.0,9.63,55.14
-62.72,17.53,37.08
-66.65,44.64,33.97
-57.3,23.64,35.18
-78.8,26.02,30.2
-72.43,24.91,24.19
-74.24,16.4,31.66
-60.46,20.19,41.11
-45.7,112.92,15.65
-65.52,15.2,39.42
-48.01,22.91,30.57
-95.0,2.1,500.0
-68.38,17.78,20.86
-66.79,27.98,78.9
-93.37,2.39,42.99
-62.4,51.08,83.72
-70.56,11.24,64.19
-70.43,47.12,26.61
-58.62,11.4,138.73
-70.44,33.03,116.79
-69.23,15.98,50.83
-59.21,24.61,17.97
-71.21,13.86,51.71
-49.1,45.86,14.27
-95.0,0.5,44.8
-80.77,15.33,500.0
-48.21,177.74,3.69
-95.0,4.2,63.97
-66.73,24.9,13.8
-70.72,45.0,37.46
-74.63,29.8,34.06
-95.0,11.19,28.64
-40.01,34.65,38.0
-95.0,1.46,49.2
-56.38,97.81,14.88
-91.22,2.04,75.24
-71.94,14.68,32.39
-53.56,198.84,2.83
-61.53,35.38,10.77
-57.07,63.19,182.53
-68.51,18.02,27.99
-83.39,2.29,125.04
-56.64,41.43,16.35
-55.21,23.64,500.0
-24.92,86.38,9.07
-90.64,11.94,29.96
-73.1,37.7,33.86
-51.84,18.43,95.5
-69.19,15.45,154.16
-48.04,62.71,10.71
-76.12,68.32,21.61
-60.28,371.84,2.39
-73.57,17.49,23.48
-69.04,12.17,52.62
-71.89,11.28,31.66
-56.75,25.66,63.48
-79.46,7.44,90.3
-73.77,18.36,20.37
-85.28,12.86,68.17
-76.24,33.13,33.68
-56.39,21.11,128.59
-95.0,1.38,28.15
-57.13,20.4,500.0
-78.45,1.14,83.56
-75.06,70.68,15.7
-81.15,26.58,14.77
-81.46,22.71,28.98
-61.42,86.36,4.63
-58.07,61.68,65.59
-79.03,84.15,13.19
-80.63,21.44,140.63
-68.46,44.04,186.02
-78.34,7.74,118.68
-65.36,41.65,45.5
-54.49,34.88,13.52
-63.45,18.8,24.53
-45.56,36.72,47.21
-77.75,23.19,75.99
-77.51,65.83,16.92
-81.0,9.26,84.84
-77.29,23.51,490.63
-64.42,112.35,10.74
-62.56,66.99,9.44
-59.7,18.47,46.43
-72.03,28.6,26.82
-82.61,21.5,34.14
-47.64,27.16,89.08
-66.52,18.71,31.17
-72.39,33.61,21.06
-67.71,15.22,24.94
-95.0,6.51,34.44
-72.84,25.12,108.53
-64.1,44.43,500.0
-81.26,19.13,45.85
-50.15,120.94,7.96
-67.97,18.97,40.86
-95.0,11.42,27.49
-66.62,12.69,82.17
-83.55,6.48,55.32
-69.48,39.66,12.97
-78.82,10.11,47.12
-73.72,30.83,78.08
-58.6,61.33,29.32
-78.84,8.16,98.14
-79.6,46.61,18.3
-81.0,19.15,97.54
-90.35,15.16,23.33
-64.57,136.16,14.61
-91.41,6.2,249.95
-79.68,10.56,111.54
-92.46,4.78,73.58
-45.44,130.61,14.31
-69.53,15.02,188.23
-82.05,4.11,162.68
-69.06,147.49,11.46
-54.68,56.54,3.62
-74.96,12.81,59.04
-78.7,20.3,17.57
-85.46,33.63,18.81
-55.19,35.19,500.0
-66.77,17.27,25.85
-75.52,9.08,74.02
-74.91,32.47,45.68
-74.25,19.64,19.06
-80.03,127.62,15.33
-56.44,32.95,10.39
-94.15,3.92,44.84
-70.02,29.44,331.72
-80.95,33.52,27.48
-95.0,3.67,500.0
-73.18,46.6,27.26
-31.71,148.73,23.2
-68.22,69.23,16.19
-75.5,55.75,21.94
-84.59,13.46,36.81
-49.75,22.32,486.33
-74.67,7.3,69.83
-87.38,7.76,68.98
-65.75,15.53,61.71
-84.29,11.79,500.0
-71.37,12.89,84.4
-70.2,53.36,27.34
-69.49,16.97,21.68
-61.19,15.19,86.79
-59.49,32.88,22.05
-64.48,16.74,43.19
-76.51,59.15,17.1
-68.41,46.23,29.57
-46.36,29.68,27.94
-70.94,18.47,27.36
-91.73,8.46,61.57
-86.19,15.59,34.83
-82.55,20.13,67.61
-95.0,0.5,203.74
-72.04,17.9,31.83
-84.18,15.17,23.59
-80.77,16.1,168.26
-80.84,83.67,16.07
-78.18,10.21,197.63
-85.87,7.07,62.18
-77.64,35.59,24.13
-60.49,33.15,13.79
-72.12,13.92,27.73
-78.43,11.83,25.46
-94.49,3.36,48.87
-95.0,4.72,26.68
-35.94,29.3,33.5
-85.1,2.68,25.67
-85.6,17.3,27.12
-41.8,48.88,5.68
-73.23,47.58,27.52
-59.25,24.52,24.11
-70.7,19.08,23.04
-79.94,35.93,21.55
-79.15,9.95,33.65
-59.88,59.63,314.28
-62.69,22.55,49.69
-78.34,9.56,32.07
-64.33,16.98,39.06
-88.73,0.94,500.0
-69.56,30.98,11.15
-72.92,15.29,323.06
-82.29,2.51,500.0
-67.89,24.43,15.26
-61.67,23.71,42.12
-58.0,25.09,24.4
-77.38,8.47,500.0
-61.41,55.65,316.82
-83.7,18.29,26.51
-55.59,24.08,22.37
-49.32,84.71,61.24
-70.36,32.25,10.43
-65.86,16.1,29.25
-70.31,44.2,27.89
-70.97,8.2,62.49
-73.32,3.66,116.87
-56.41,17.41,31.94
-68.0,124.83,8.93
-84.18,3.35,43.23
-48.8,76.84,3.86
-79.35,16.94,20.08
-29.24,55.58,17.66
-50.73,25.14,75.78
-62.74,18.76,87.66
-68.65,14.49,253.91
-32.13,613.8,7.71
-95.0,0.5,214.77
-77.23,79.97,17.09
-63.53,13.72,238.12
-70.36,46.63,15.18
-73.98,40.77,32.4
-84.07,24.14,24.28
-66.62,13.54,74.06
-59.94,34.75,20.69
-46.17,75.14,41.74
-86.84,14.59,29.41
-58.95,20.91,43.62
-57.35,14.09,187.63
-82.58,18.64,41.41
-41.75,180.99,8.26
-84.05,2.92,86.16
-74.3,73.41,13.78
-78.13,13.25,29.2
-71.79,62.69,17.7
-76.78,35.08,30.13
-64.7,51.01,61.87
-63.45,25.83,23.62
-43.1,41.65,24.0
-55.06,18.79,63.77
-20.0,46.13,500.0
-69.8,37.75,240.57
-73.15,23.46,52.85
-62.62,49.77,43.74
-54.75,21.47,88.89
-67.06,23.42,21.34
-61.73,36.22,14.44
-53.5,204.93,20.3
-95.0,5.62,35.47
-84.41,9.23,64.53
-89.76,7.36,36.18
-95.0,2.29,35.27
-71.26,19.41,24.28
-55.36,87.19,7.8
-75.59,9.66,44.58
-63.97,134.97,9.24
-72.53,16.02,35.01
-63.08,28.23,13.98
-70.25,19.08,22.07
-48.09,124.77,10.52
-46.64,32.77,66.72
-74.64,9.22,157.31
-53.58,94.99,3.4
-71.22,5.04,500.0
-69.11,2.75,128.35
-69.47,19.92,29.0
-73.73,92.55,14.71
-95.0,0.5,62.92
-67.27,17.85,28.44
-60.29,157.19,9.63
-85.52,18.68,22.95
-61.72,23.08,32.88
-70.04,103.03,13.31
-20.0,125.55,500.0
-81.84,13.95,500.0
-84.45,3.82,145.97
-71.54,39.26,55.91
-73.35,36.72,45.48
-67.35,8.96,335.57
-94.93,6.25,87.1
-69.04,35.51,103.04
-68.99,13.35,38.03
-86.9,18.78,25.22
-94.78,6.74,41.76
-67.53,68.57,16.51
-93.56,2.11,67.94
-85.05,17.04,27.17
-68.94,27.61,11.27
-84.04,5.2,30.02
-79.53,20.24,47.39
-38.88,38.22,23.86
-64.94,19.78,233.66
-82.36,7.36,37.86
-50.44,24.16,94.67
-69.92,59.66,17.11
-79.43,0.5,93.28
-64.21,89.69,12.46
-77.94,71.67,21.51
-71.83,82.39,13.42
-85.13,13.81,22.93
-74.4,6.71,500.0
-79.12,8.82,50.74
-85.2,20.3,26.26
-66.25,87.12,16.18
-95.0,6.11,54.51
-65.34,21.64,26.22
-57.67,24.31,26.37
-75.32,12.12,500.0
-75.8,8.83,47.73
-81.15,1.72,500.0
-42.58,137.88,12.02
-75.12,18.64,17.98
-52.5,57.86,9.5
-64.25,20.47,318.65
-53.58,139.08,9.14
-64.3,26.49,22.42
-78.28,2.01,500.0
-89.88,4.23,36.14
-83.47,1.85,47.33
-69.75,10.24,81.5
-75.66,5.43,36.95
-54.24,19.06,500.0
-85.16,16.13,99.85
-71.88,17.92,21.25
-86.41,45.72,16.04
-64.76,73.61,16.99
-76.68,13.66,46.68
-84.09,14.93,37.72
-67.17,60.05,8.84
-60.2,17.98,29.4
-65.43,50.54,41.69
-51.8,28.12,65.14
-45.78,83.93,55.45
-90.83,8.49,44.06
-88.1,10.92,66.88
-67.43,38.69,80.93
-58.99,24.6,42.17
-68.57,8.67,500.0
-63.23,77.66,18.46
-95.0,2.4,72.14
-59.17,34.17,12.6
-85.15,8.83,38.04
-56.68,106.19,7.6
-85.66,13.08,31.85
-58.32,37.64,12.34
-81.88,6.07,59.62
-78.29,9.95,500.0
-69.82,28.93,14.73
-57.74,45.14,500.0
-69.64,22.47,14.38
-66.75,19.84,16.08
-74.02,17.26,25.03
-63.41,20.26,57.27
-76.19,19.52,17.02
-79.9,25.57,29.97
-74.19,22.34,13.42
-37.03,33.11,70.82
-74.36,5.45,45.51
-79.36,9.61,26.44
-77.67,52.95,17.49
-56.87,151.12,7.85
-79.11,24.52,36.81
-71.36,35.84,16.86
-64.65,21.27,38.09
-37.48,83.24,489.38
-73.04,19.3,13.97
-70.35,10.15,56.79
-60.55,55.35,182.96
-57.16,46.41,4.71
-82.39,11.2,27.81
-79.32,3.22,167.92
-64.11,21.94,22.1
-77.76,21.45,198.49
-82.03,3.17,137.8
-60.55,20.06,482.07
-70.1,16.55,89.44
-82.65,0.71,500.0
-90.58,15.95,25.92
-56.68,83.13,19.24
-63.14,70.06,16.07
-59.99,19.24,40.42
-66.05,17.05,157.72
-65.36,72.82,19.23
-93.27,8.0,21.78
-79.48,34.49,24.23
-60.7,77.76,14.29
-79.69,20.16,31.63
-62.22,17.01,234.51
-89.25,6.15,27.39
-70.75,10.16,190.42
-76.59,13.53,24.8
-41.2,31.13,500.0
-46.73,20.81,50.27
-95.0,0.5,58.05
-44.54,55.17,500.0
-79.2,46.76,20.99
-67.45,25.85,20.9
-75.39,17.68,18.3
-66.81,16.7,21.56
-61.02,19.77,87.18
-73.87,16.53,22.98
-78.04,14.17,31.63
-95.0,7.39,45.05
-79.75,6.46,39.1
-61.91,62.83,8.53
-95.0,0.5,207.22
-80.61,17.73,64.79
-78.85,11.45,119.66
-76.57,28.45,35.95
-63.21,26.06,20.7
-78.2,19.36,17.55
-76.28,7.2,40.25
-81.65,20.37,37.17
-72.89,9.57,26.67
-54.56,68.84,41.85
-78.01,24.76,49.41
-70.64,166.82,8.92
-77.27,20.54,137.5
-77.22,67.75,18.43
-30.89,24.14,107.51
-69.54,56.2,21.05
-67.47,12.66,76.49
-56.57,27.42,19.09
-53.25,24.84,319.11
-74.72,7.76,47.06
-72.68,18.64,14.23
-77.67,12.84,23.5
-26.91,129.82,62.04
-70.21,14.74,31.52
-85.51,2.77,500.0
-70.51,120.21,10.05
-78.69,11.63,26.69
-78.42,34.48,35.99
-36.98,54.9,12.79
-79.28,4.79,118.28
-67.22,14.57,117.16
-61.86,55.99,72.27
-74.58,27.74,96.59
-70.35,34.18,54.85
-67.84,97.13,8.09
-43.94,45.08,17.0
-80.86,2.1,248.17
-75.19,44.93,16.63
-76.98,27.75,75.45
-90.29,5.92,71.37
-95.0,0.5,101.21
-55.06,27.15,33.13
-71.64,21.2,26.83
-67.78,12.65,485.27
-67.05,18.09,51.36
-47.41,56.16,12.5
-58.66,88.87,12.13
-61.27,73.65,21.83
-60.71,84.59,16.08
-72.36,12.55,27.2
-84.22,0.5,258.46
-80.37,14.13,21.48
-58.71,19.63,155.78
-61.37,25.63,18.99
-92.03,6.48,54.6
-82.07,17.36,123.39
-63.36,19.76,490.06
-45.95,62.5,10.8
-58.45,36.57,14.35
-65.47,212.35,6.21
-67.64,22.32,20.74
-47.15,37.6,24.15
-88.68,10.05,113.76
-22.32,44.29,180.95
-54.54,21.65,154.4
-95.0,1.09,500.0
-95.0,6.85,500.0
-64.9,63.36,19.41
-64.99,11.23,42.09
-38.71,44.82,14.64
-68.31,21.76,25.05
-43.3,92.16,37.46
-73.08,24.41,20.16
-70.93,35.3,15.32
-95.0,13.0,29.76
-85.91,10.36,123.61
-70.24,16.35,55.9
-71.19,15.46,53.43
-81.66,10.07,32.8
-81.59,17.13,246.13
-82.54,19.45,40.43
-61.73,20.34,25.99
-53.65,31.38,15.19
-61.12,42.98,154.25
-73.61,76.21,16.6
-85.69,5.55,47.3
-67.41,21.36,63.43
-70.06,29.81,10.48
-89.57,22.75,20.52
-20.0,109.86,500.0
-71.29,7.75,321.2
-86.85,3.97,83.89
-68.14,15.99,63.23
-78.35,40.59,28.79
-85.7,10.92,24.15
-61.99,18.84,47.01
-73.24,52.89,25.02
-73.93,31.7,96.48
-77.01,5.71,41.58
-48.65,26.01,34.16
-85.94,13.86,33.1
-78.53,9.46,25.44
-95.0,0.5,50.88
-24.83,117.78,500.0
-51.65,70.9,84.98
-71.32,90.99,25.53
-76.61,64.21,16.07
-70.95,83.38,16.37
-87.9,5.56,63.93
-68.16,12.69,53.64
-61.15,14.49,37.25
-88.83,5.41,26.27
-80.66,30.12,22.52
-69.49,26.95,133.76
-71.71,25.85,191.73
-71.05,13.5,240.21
-53.29,25.48,32.19
-81.25,114.87,16.51
-64.11,44.49,10.94
-85.82,4.07,54.04
-34.82,151.45,16.76
-61.28,60.93,28.01
-75.74,8.92,40.51
-67.61,38.17,75.3
-69.92,14.0,62.75
-62.44,28.56,12.89
-78.89,29.85,35.87
-62.8,34.69,65.24
-57.37,23.5,86.44
-80.61,3.62,165.48
-73.7,36.4,14.25
-83.47,56.07,19.76
-69.6,37.14,500.0
-71.84,17.06,53.36
-51.15,49.87,8.92
-91.71,2.89,249.38
-60.07,15.72,56.27
-78.41,6.92,36.28
-76.84,22.83,21.87
-55.2,38.01,14.12
-79.54,23.32,34.64
-66.92,13.75,69.88
-85.42,10.59,194.97
-95.0,0.5,31.08
-65.21,19.95,18.64
-42.57,291.95,6.12
-78.5,23.84,20.01
-60.8,57.09,64.96
-51.1,47.26,11.93
-80.95,11.03,20.1
-50.57,27.27,82.5
-80.53,9.69,36.15
-72.15,10.86,42.8
-43.48,33.21,320.58
-83.85,4.0,138.82
-70.55,20.57,28.3
-78.08,29.38,51.42
-76.42,15.69,18.01
-78.12,17.43,496.42
-64.12,25.89,20.17
-55.06,36.65,12.83
-66.76,13.44,76.0
-84.51,9.76,18.2
-90.36,0.65,500.0
-79.33,9.15,57.77
-74.7,27.65,120.57
-92.22,0.5,82.72
-61.86,20.85,40.56
-91.58,1.24,36.17
-28.42,92.46,188.82
-94.96,4.83,203.71
-95.0,0.5,81.19
-69.34,14.11,245.69
-71.01,35.19,54.88
-52.53,65.23,76.01
-88.96,11.03,29.93
-61.03,21.33,26.08
-68.67,9.05,72.68
-49.37,26.83,39.47
-83.8,14.79,73.41
-89.19,7.32,54.71
-92.42,4.05,64.03
-70.15,59.23,17.43
-61.6,39.03,10.93
-70.57,9.15,40.24
-71.32,8.49,35.04
-68.93,12.71,94.24
-70.15,50.47,26.34
-74.79,26.8,162.62
-62.3,34.06,12.95
-61.26,17.75,62.31
-78.5,23.21,33.96
-74.15,15.41,72.4
-73.62,18.05,41.71
-46.8,47.29,11.06
-25.76,149.27,28.07
-61.93,48.59,52.58
-76.26,23.5,77.71
-71.03,104.73,12.09
-82.06,16.66,137.98
-60.85,19.31,44.31
-74.4,47.03,31.29
-73.64,99.36,12.86
-68.19,24.64,24.54
-95.0,10.17,32.03
-82.78,16.5,47.18
-78.82,41.85,22.47
-72.29,50.15,20.72
-72.4,15.17,34.51
-78.73,22.88,20.96
-71.6,20.89,20.79
-52.61,63.86,500.0
-95.0,6.77,62.43
-80.45,10.6,54.82
-35.9,138.53,21.7
-69.57,21.18,15.2
-63.43,56.5,24.42
-65.89,18.61,43.1
-53.24,16.15,184.89
-22.74,42.76,500.0
-85.39,50.76,16.84
-95.0,5.94,48.91
-63.88,16.03,59.51
-61.94,16.04,30.9
-73.0,19.6,19.36
-75.25,12.42,55.96
-78.54,45.51,29.46
-57.37,59.72,5.18
-67.49,11.72,189.71
-95.0,0.5,32.01
-81.35,19.82,30.82
-87.9,8.14,38.0
-78.1,33.89,28.24
-67.7,42.62,91.55
-92.7,3.74,39.51
-67.08,13.56,34.96
-85.05,3.44,30.35
-59.37,18.91,500.0
-69.47,254.91,6.84
-57.53,34.03,19.21
-73.16,15.76,69.04
-95.0,0.5,500.0
-70.19,35.04,59.32
-59.76,23.4,131.81
-84.32,1.19,64.84
-81.55,27.98,34.75
-74.72,9.46,29.74
-88.81,3.1,500.0
-95.0,0.5,338.04
-67.44,11.52,241.62
-70.62,172.27,8.9
-67.09,9.9,239.01
-67.66,18.71,21.52
-82.85,15.56,28.06
-53.42,57.43,32.52
-86.71,0.5,113.54
-68.12,34.96,75.64
-82.13,17.22,117.54
-46.33,38.62,25.12
-63.51,48.11,485.49
-74.63,7.85,193.28
-69.92,23.64,15.16
-88.44,0.5,500.0
-65.5,13.98,97.22
-47.5,21.98,61.2
-95.0,1.67,266.68
-79.28,8.6,100.49
-82.46,5.01,31.48
-59.89,58.64,30.85
-75.92,42.86,17.08
-83.37,15.57,39.18
-51.36,18.13,38.24
-81.89,3.6,336.13
-53.83,36.26,11.84
-63.34,57.8,37.44
-84.63,9.99,125.91
-63.72,22.14,13.67
-60.86,76.7,17.82
-47.81,46.82,11.04
-70.96,32.49,39.82
-75.75,25.9,38.47
-94.41,2.16,337.75
-69.01,66.45,16.27
-95.0,5.04,48.28
-93.61,2.42,500.0
-86.66,14.26,46.64
-81.45,14.75,73.23
-66.22,22.44,28.71
-63.32,54.11,31.45
-89.04,7.27,65.53
-54.78,19.78,239.79
-66.12,32.17,17.47
-38.96,189.75,4.51
-85.41,5.29,76.68
-62.14,14.52,74.37
-58.55,40.86,15.84
-94.19,3.58,108.63
-81.44,5.65,164.06
-61.57,16.21,98.53
-73.69,17.94,16.04
-42.38,26.7,155.72
-57.06,20.6,31.36
-93.59,2.31,45.7
-71.9,18.99,24.26
-41.63,43.86,20.41
-46.07,126.09,16.16
-77.05,4.92,98.1
-66.33,17.09,73.41
-75.0,11.46,57.18
-86.51,6.88,78.62
-67.94,102.69,20.94
-20.48,43.4,108.34
-70.62,14.04,28.46
-43.88,40.76,22.37
-92.97,7.07,147.67
-77.25,21.66,93.37
-76.79,11.47,100.48
-53.13,24.93,126.06
-57.18,68.03,46.43
-53.85,12.82,500.0
-80.11,12.2,26.29
-84.34,22.92,41.6
-76.79,12.96,31.58
-95.0,4.43,39.66
-88.98,0.5,500.0
-95.0,2.87,47.77
-25.35,46.63,151.05
-59.47,50.41,6.69
-89.6,5.04,99.88
-65.82,45.51,37.76
-81.33,18.87,34.97
-69.41,20.09,23.19
-40.75,35.72,21.36
-76.06,5.09,51.59
-59.22,17.09,39.33
-61.51,15.38,43.85
-72.33,13.13,54.87
-74.71,28.63,74.88
-79.59,12.51,39.49
-68.99,14.11,500.0
-45.13,25.62,484.17
-70.6,61.51,19.12
-69.5,75.4,20.97
-47.76,23.09,77.15
-77.05,9.65,500.0
-72.72,17.53,171.74
-78.15,4.33,77.48
-86.61,13.59,68.39
-66.43,42.31,14.7
-63.24,62.47,8.07
-79.17,30.1,16.26
-46.56,55.7,65.74
-64.87,24.2,19.69
-71.6,23.16,25.08
-66.37,38.7,487.88
-94.46,4.1,28.0
-82.43,17.49,42.32
-41.41,82.09,86.28
-93.03,0.5,44.75
-64.71,17.41,42.9
-84.83,11.56,247.94
-80.57,70.05,17.68
-63.62,42.67,10.03
-85.32,29.18,24.07
-63.73,24.48,14.32
-80.95,1.46,50.47
-54.88,97.67,18.89
-72.8,13.29,42.79
-75.9,10.37,60.81
-90.32,17.34,25.34
-87.59,12.25,29.4
-60.03,17.65,134.26
-57.71,25.49,178.24
-77.46,37.34,28.25
-73.92,13.3,25.54
-51.74,41.23,10.37
-61.98,20.25,35.43
-39.21,106.99,3.49
-73.95,12.68,22.1
-91.61,4.31,42.61
-70.38,5.54,500.0
-51.68,23.68,39.45
-87.11,2.93,45.09
-61.35,21.54,88.87
-78.75,8.01,47.21
-84.47,4.98,39.36
-63.24,25.73,15.15
-70.91,64.3,18.68
-95.0,2.27,266.15
-40.82,125.12,5.19
-61.56,37.97,8.35
-55.61,29.62,46.61
-80.36,38.32,16.01
-90.37,7.18,57.53
-69.07,28.55,84.65
-64.91,114.33,10.08
-27.27,47.94,42.34
-69.85,74.8,11.25
